task,class,recall,precision,prevalence
Screening,Adventitious,0.7327873824689112,0.8110104061765693,0.16741989539430255
Screening,Adventitious,0.7282377919320594,0.8194539249146757,0.16741989539430255
Screening,Adventitious,0.7221716712162572,0.826449149600833,0.16741989539430255
Screening,Adventitious,0.7136791022141341,0.830861581920904,0.16741989539430255
Screening,Adventitious,0.705186533212011,0.8357296908698778,0.16741989539430255
Screening,Adventitious,0.6969972702456779,0.8408342480790341,0.16741989539430255
Screening,Adventitious,0.6888080072793449,0.8461251862891207,0.16741989539430255
Screening,Adventitious,0.6815286624203821,0.8527514231499052,0.16741989539430255
Screening,Adventitious,0.6739460115256294,0.8595744680851064,0.16741989539430255
Screening,Adventitious,0.6651501364877161,0.8647476340694006,0.16741989539430255
Screening,Adventitious,0.6548377312708523,0.8681141938078005,0.16741989539430255
Screening,Adventitious,0.6451319381255687,0.872436423297785,0.16741989539430255
Screening,Adventitious,0.6369426751592356,0.8793969849246231,0.16741989539430255
Screening,Adventitious,0.6260236578707916,0.8824283882000855,0.16741989539430255
Screening,Adventitious,0.6169244767970883,0.8882096069868995,0.16741989539430255
Screening,Adventitious,0.6069153776160146,0.892904953145917,0.16741989539430255
Screening,Adventitious,0.5972095844707309,0.8986764034687358,0.16741989539430255
Screening,Adventitious,0.5850773430391265,0.9005602240896359,0.16741989539430255
Screening,Adventitious,0.5750682438580528,0.9058767319636885,0.16741989539430255
Screening,Adventitious,0.564755838641189,0.910958904109589,0.16741989539430255
Screening,Adventitious,0.5532302092811647,0.9147442326980942,0.16741989539430255
Screening,Adventitious,0.5417045799211404,0.9182519280205655,0.16741989539430255
Screening,Adventitious,0.5310888686684865,0.9235232067510548,0.16741989539430255
Screening,Adventitious,0.5207764634516227,0.9296155928532756,0.16741989539430255
Screening,Adventitious,0.5092508340915984,0.9343350027824151,0.16741989539430255
Screening,Adventitious,0.49772520473157417,0.9387871853546911,0.16741989539430255
Screening,Adventitious,0.48559296329996965,0.9423190111830488,0.16741989539430255
Screening,Adventitious,0.47255080376099484,0.9442424242424242,0.16741989539430255
Screening,Adventitious,0.45950864422202004,0.946875,0.16741989539430255
Screening,Adventitious,0.4467697907188353,0.9497098646034816,0.16741989539430255
Screening,Adventitious,0.43342432514407037,0.9513981358189081,0.16741989539430255
Screening,Adventitious,0.4200788595693054,0.9532002752924983,0.16741989539430255
Screening,Adventitious,0.40764331210191085,0.9579472558802566,0.16741989539430255
Screening,Adventitious,0.3942978465271459,0.9601181683899557,0.16741989539430255
Screening,Adventitious,0.38064907491659083,0.9616858237547893,0.16741989539430255
Screening,Adventitious,0.3663936912344556,0.9617834394904459,0.16741989539430255
Screening,Adventitious,0.35304822565969063,0.9651741293532339,0.16741989539430255
Screening,Adventitious,0.33970276008492567,0.9680207433016422,0.16741989539430255
Screening,Adventitious,0.3260539884743706,0.970216606498195,0.16741989539430255
